APK,APKPackage,ClassToSearch,MethodToSearch,FoundAtClass,FoundAtMethod,Arguments0,Arguments1,Arguments2,Arguments3,Unit
base.apk,com.b2w.americanas,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",com.incognia.core.lk,"void a(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",Variable,Variable,,,"virtualinvoke $r4.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>($r1, $l0, $f0, $r2, $r3)"
base.apk,com.b2w.americanas,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",com.pushio.manager.PIOLocationManager,void startListeningForLocationUpdate(),0,0.0,,,"virtualinvoke $r1.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>($r5, 0L, 0.0F, r0, $r6)"
base.apk,com.b2w.americanas,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",com.forter.mobile.fortersdk.integrationkit.LocationChangesListener,"void registerForUpdates(android.content.Context,int,int)",Variable,Variable,,,"virtualinvoke $r3.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>(""gps"", $l0, $f0, r0, $r4)"
base.apk,com.b2w.americanas,android.location.LocationManager,void requestSingleUpdate\(.*\),com.incognia.core.lk,"boolean a(java.lang.String,android.app.PendingIntent)",,,,,"virtualinvoke $r3.<android.location.LocationManager: void requestSingleUpdate(java.lang.String,android.app.PendingIntent)>($r2, $r1)"
base.apk,com.b2w.americanas,android.location.LocationManager,void requestSingleUpdate\(.*\),com.incognia.core.lk,"boolean a(java.lang.String,android.location.LocationListener,android.os.Looper)",,,,,"virtualinvoke $r4.<android.location.LocationManager: void requestSingleUpdate(java.lang.String,android.location.LocationListener,android.os.Looper)>($r3, $r1, $r2)"
base.apk,com.b2w.americanas,android.location.LocationManager,void requestSingleUpdate\(.*\),com.b2w.droidwork.activity.AddressSelectActivity,void requestLocationUpdate(),,,,,"virtualinvoke $r2.<android.location.LocationManager: void requestSingleUpdate(android.location.Criteria,android.location.LocationListener,android.os.Looper)>($r3, $r4, null)"
base.apk,com.b2w.americanas,.*,void requestLocationUpdates\(.*\),com.pushio.manager.PIORegistrationManager,void scheduleRegistration(boolean),,,,,virtualinvoke $r1.<com.pushio.manager.PIOLocationManager: void requestLocationUpdates()>()
base.apk,com.canva.editor,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setNumUpdates(int),bo.app.m4,"void a(android.content.Context,android.app.PendingIntent,bo.app.u1)",1,,,,virtualinvoke $r4.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setNumUpdates(int)>(1)
base.apk,com.canva.editor,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setPriority(int),bo.app.m4,"void a(android.content.Context,android.app.PendingIntent,bo.app.u1)",100,,,,virtualinvoke $r4.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setPriority(int)>(100)
base.apk,com.canva.editor,android.location.LocationManager,void requestSingleUpdate\(.*\),bo.app.m1,void a(java.lang.String),,,,,"virtualinvoke $r5.<android.location.LocationManager: void requestSingleUpdate(java.lang.String,android.app.PendingIntent)>($r1, $r4)"
base.apk,com.drilens.wamr,android.location.LocationManager,void requestSingleUpdate\(.*\),com.inmobi.media.ig,void b(),,,,,"virtualinvoke $r4.<android.location.LocationManager: void requestSingleUpdate(java.lang.String,android.location.LocationListener,android.os.Looper)>($r6, r0, $r8)"
base.apk,com.facebook.katana,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",X.0Ep,"void A02(android.location.LocationListener,android.location.LocationManager,java.lang.String,float,long)",Variable,Variable,,,"virtualinvoke $r1.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>($r2, $l0, $f0, $r0)"
base.apk,com.flightradar24free,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setNumUpdates(int),com.flightradar24free.service.geofence.GeofenceUpdateJob,void n(),1,,,,virtualinvoke $r1.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setNumUpdates(int)>(1)
base.apk,com.flightradar24free,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setPriority(int),k31,"void i(long,g21,g21)",102,,,,virtualinvoke $r5.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setPriority(int)>(102)
base.apk,com.flightradar24free,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setPriority(int),com.flightradar24free.MainActivity,void Q9(),100,,,,virtualinvoke $r6.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setPriority(int)>(100)
base.apk,com.flightradar24free,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setPriority(int),com.flightradar24free.service.geofence.GeofenceUpdateJob,void n(),102,,,,virtualinvoke $r1.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setPriority(int)>(102)
base.apk,com.flightradar24free,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setInterval(long),k31,"void i(long,g21,g21)",0,,,,virtualinvoke $r5.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setInterval(long)>(0L)
base.apk,com.flightradar24free,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setInterval(long),com.flightradar24free.MainActivity,void Q9(),30000,,,,virtualinvoke $r6.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setInterval(long)>(30000L)
base.apk,com.flightradar24free,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setExpirationDuration(long),com.flightradar24free.service.geofence.GeofenceUpdateJob,void n(),2000,,,,virtualinvoke $r1.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setExpirationDuration(long)>(2000L)
base.apk,com.flightradar24free,com.google.android.gms.location.FusedLocationProviderClient,"com.google.android.gms.tasks.Task requestLocationUpdates(com.google.android.gms.location.LocationRequest,android.app.PendingIntent)",com.flightradar24free.service.geofence.GeofenceUpdateJob,void n(),,,,,"virtualinvoke $r4.<com.google.android.gms.location.FusedLocationProviderClient: com.google.android.gms.tasks.Task requestLocationUpdates(com.google.android.gms.location.LocationRequest,android.app.PendingIntent)>($r1, $r2)"
base.apk,com.flightradar24free,android.location.LocationManager,void requestSingleUpdate\(.*\),com.inmobi.media.iu,void b(),,,,,"virtualinvoke $r4.<android.location.LocationManager: void requestSingleUpdate(java.lang.String,android.location.LocationListener,android.os.Looper)>($r6, r0, $r8)"
base.apk,com.globo.g1.app,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",com.urbanairship.location.StandardLocationAdapter$SingleLocationRequest,void m(android.content.Context),0,0.0,,,"virtualinvoke $r2.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>($r4, 0L, 0.0F, $r3)"
base.apk,com.globo.g1.app,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",com.urbanairship.location.StandardLocationAdapter$SingleLocationRequest,void n(),9223372036854775807,3.4028235E38,,,"virtualinvoke $r2.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>($r7, 9223372036854775807L, 3.4028235E38F, $r1)"
base.apk,com.globo.g1.app,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.app.PendingIntent)",com.urbanairship.location.StandardLocationAdapter,"void b(android.content.Context,com.urbanairship.location.LocationRequestOptions,android.app.PendingIntent)",9223372036854775807,3.4028235E38,,,"virtualinvoke $r6.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.app.PendingIntent)>($r9, 9223372036854775807L, 3.4028235E38F, $r2)"
base.apk,com.globo.g1.app,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.app.PendingIntent)",com.urbanairship.location.StandardLocationAdapter,"void b(android.content.Context,com.urbanairship.location.LocationRequestOptions,android.app.PendingIntent)",Variable,Variable,,,"virtualinvoke $r6.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.app.PendingIntent)>($r9, $l0, $f0, $r2)"
base.apk,com.google.android.dialer,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.app.PendingIntent)",dgi,java.lang.Object a(),43200000,5000.0,,,"virtualinvoke $r10.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.app.PendingIntent)>(""passive"", 43200000L, 5000.0F, $r9)"
base.apk,com.google.android.dialer,.*,void .*\(.*android.location.LocationRequest.*\),elf,java.lang.Object a(java.lang.Object),,,,,"virtualinvoke $r65.<android.location.LocationManager: void requestLocationUpdates(android.location.LocationRequest,android.location.LocationListener,android.os.Looper)>($r64, $r91, $r68)"
base.apk,com.google.ar.core,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",com.google.ar.core.services.LocationProvider,void lambda$setEnabled$0$com-google-ar-core-services-LocationProvider(),0,0.0,,,"virtualinvoke $r1.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>($r6, 0L, 0.0F, $r2)"
base.apk,com.imdb.mobile,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",com.imdb.mobile.location.PlatformServicesLocationProvider,boolean requestLocationUpdates(com.imdb.mobile.location.LocationProviderCallback),Variable,1000.0,,,"virtualinvoke $r10.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>(""network"", $l0, 1000.0F, $r1)"
base.apk,com.imdb.mobile,android.location.LocationManager,void requestSingleUpdate\(.*\),com.imdb.mobile.location.PlatformServicesLocationProvider,com.imdb.mobile.location.IMDbLocation$LatLongLocation getCurrentLocation(),,,,,"virtualinvoke $r3.<android.location.LocationManager: void requestSingleUpdate(java.lang.String,android.location.LocationListener,android.os.Looper)>($r4, $r5, $r6)"
base.apk,com.kwai.video,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",o70.g,void subscribe(io.reactivex.ObservableEmitter),1000,0.0,,,"virtualinvoke $r6.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>(""gps"", 1000L, 0.0F, $r2, $r9)"
base.apk,com.kwai.video,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",o70.g,void subscribe(io.reactivex.ObservableEmitter),1000,0.0,,,"virtualinvoke $r6.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>(""network"", 1000L, 0.0F, $r2, $r9)"
base.apk,com.kwai.video,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",o70.g,void subscribe(io.reactivex.ObservableEmitter),1000,0.0,,,"virtualinvoke $r6.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>(""passive"", 1000L, 0.0F, $r2, $r9)"
base.apk,com.linkedin.android,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setPriority(int),com.linkedin.android.infra.gms.GeoLocatorImpl,void displayGoogleLocationRequestDialog(android.app.Activity),100,,,,virtualinvoke $r5.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setPriority(int)>(100)
base.apk,com.linkedin.android,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setPriority(int),com.linkedin.android.infra.gms.GeoLocatorImpl,void lookupLocationByFusedLocationApi(com.google.android.gms.location.LocationListener),100,,,,virtualinvoke $r26.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setPriority(int)>(100)
base.apk,com.linkedin.android,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setInterval(long),com.linkedin.android.infra.gms.GeoLocatorImpl,void displayGoogleLocationRequestDialog(android.app.Activity),0,,,,virtualinvoke $r5.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setInterval(long)>(0L)
base.apk,com.linkedin.android,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setInterval(long),com.linkedin.android.infra.gms.GeoLocatorImpl,void lookupLocationByFusedLocationApi(com.google.android.gms.location.LocationListener),0,,,,virtualinvoke $r26.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setInterval(long)>(0L)
base.apk,com.linkedin.android,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",com.linkedin.android.infra.gms.GeoLocatorImpl,void startMonitoringLocation(int),0,0.0,,,"virtualinvoke $r5.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>($r3, 0L, 0.0F, $r1)"
base.apk,com.luizalabs.mlapp,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setPriority(int),mz.he.h,com.google.android.gms.location.LocationRequest e(),100,,,,virtualinvoke $r0.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setPriority(int)>(100)
base.apk,com.luizalabs.mlapp,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setInterval(long),mz.he.h,com.google.android.gms.location.LocationRequest e(),500,,,,virtualinvoke $r0.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setInterval(long)>(500L)
base.apk,com.luizalabs.mlapp,.*,void requestLocationUpdates\(.*\),com.threatmetrix.TrustDefender.dddggg,void b044B?????044B(),,,,,"virtualinvoke $r13.<android.location.LocationManager: void requestLocationUpdates(long,float,android.location.Criteria,android.location.LocationListener,android.os.Looper)>($l0, $f0, $r15, $r2, $r26)"
base.apk,com.luizalabs.mlapp,.*,void requestLocationUpdates\(.*\),com.threatmetrix.TrustDefender.dddggg,void b044B?????044B(),,,,,"virtualinvoke $r13.<android.location.LocationManager: void requestLocationUpdates(long,float,android.location.Criteria,android.location.LocationListener,android.os.Looper)>($l0, $f0, $r14, $r2, null)"
base.apk,com.mercadolibre,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setNumUpdates(int),bo.app.n1,"void a(android.content.Context,android.app.PendingIntent,bo.app.v1)",1,,,,virtualinvoke $r6.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setNumUpdates(int)>(1)
base.apk,com.mercadolibre,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setPriority(int),bo.app.n1,"void a(android.content.Context,android.app.PendingIntent,bo.app.v1)",100,,,,virtualinvoke $r6.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setPriority(int)>(100)
base.apk,com.mercadolibre,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",com.mercadopago.android.px.model.Fingerprint,void registerLocationUpdate(android.content.Context),0,0.0,,,"virtualinvoke $r3.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>(""network"", 0L, 0.0F, $r1, $r5)"
base.apk,com.mercadolibre,android.location.LocationManager,void requestSingleUpdate\(.*\),bo.app.o,void a(java.lang.String),,,,,"virtualinvoke $r5.<android.location.LocationManager: void requestSingleUpdate(java.lang.String,android.app.PendingIntent)>($r1, $r4)"
split_nudata.apk,com.mercadolibre,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setPriority(int),com.usdk.android.bi,void a(android.content.Context),100,,,,virtualinvoke $r11.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setPriority(int)>(100)
split_nudata.apk,com.mercadolibre,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setInterval(long),com.usdk.android.bi,void a(android.content.Context),100,,,,virtualinvoke $r11.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setInterval(long)>(100L)
base.apk,com.miui.analytics,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",com.miui.analytics.internal.util.v,void f(),0,0.0,,,"virtualinvoke $r7.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>(""passive"", 0L, 0.0F, $r1)"
base.apk,com.miui.analytics,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",com.miui.analytics.onetrack.e,"java.util.List u(android.content.Context,int)",1000,0.0,,,"virtualinvoke $r9.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>(""network"", 1000L, 0.0F, $r13, $r14)"
base.apk,com.miui.analytics,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",com.miui.analytics.onetrack.e,"java.util.List u(android.content.Context,int)",1000,0.0,,,"virtualinvoke $r9.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>(""gps"", 1000L, 0.0F, $r13, $r14)"
base.apk,com.miui.android.fashiongallery,android.location.LocationManager,void requestSingleUpdate\(.*\),ai.meson.core.z,void b(),,,,,"virtualinvoke $r1.<android.location.LocationManager: void requestSingleUpdate(java.lang.String,android.location.LocationListener,android.os.Looper)>($r3, r0, $r16)"
base.apk,com.miui.cleanmaster,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",com.miui.maml.data.LocationBinder,void registerListener(),Variable,Variable,,,"virtualinvoke $r1.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>($r2, $l0, $f0, $r3)"
base.apk,com.miui.cloudservice,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",miuix.hybrid.feature.Geolocation,"miuix.hybrid.Response invokeUpdateLocation(android.location.LocationManager,miuix.hybrid.Request)",0,0.0,,,"virtualinvoke $r3.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>($r1, 0L, 0.0F, $r2)"
base.apk,com.miui.compass,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",com.miui.compass.CompassDataManager$CompassLocationListener,"void register(android.location.LocationManager,com.miui.compass.CompassDataManager)",2000,10.0,,,"virtualinvoke $r1.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>(""network"", 2000L, 10.0F, r0)"
base.apk,com.miui.compass,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",com.miui.compass.CompassDataManager$CompassLocationListener,"void register(android.location.LocationManager,com.miui.compass.CompassDataManager)",2000,10.0,,,"virtualinvoke $r1.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>(""gps"", 2000L, 10.0F, r0)"
base.apk,com.miui.compass,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",com.miui.compass.CompassDataManager$LocationGetter$2,void run(),2000,10.0,,,"virtualinvoke $r3.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>(""network"", 2000L, 10.0F, $r4)"
base.apk,com.miui.global.packageinstaller,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",com.yandex.metrica.impl.ob.Bd,boolean c(),Variable,0.0,,,"virtualinvoke $r1.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>($r2, $l0, 0.0F, $r3, $r4)"
base.apk,com.miui.notes,android.location.LocationManager,void requestSingleUpdate\(.*\),com.xiaomi.ai.utils.b,android.location.Location a(android.content.Context),,,,,"virtualinvoke $r2.<android.location.LocationManager: void requestSingleUpdate(android.location.Criteria,android.location.LocationListener,android.os.Looper)>($r3, $r8, $r9)"
base.apk,com.miui.securitycenter,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",com.miui.maml.data.LocationBinder,void registerListener(),Variable,Variable,,,"virtualinvoke $r1.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>($r2, $l0, $f0, $r3)"
base.apk,com.miui.securitycenter,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",com.miui.earthquakewarning.utils.LocationRecordManager,"void startLocation(boolean,com.miui.earthquakewarning.utils.LocationRecordManager$CallBack)",2500,0.0,,,"virtualinvoke $r2.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>(""gps"", 2500L, 0.0F, $r3)"
base.apk,com.miui.securitycenter,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",com.miui.earthquakewarning.utils.LocationRecordManager,"void startLocation(boolean,com.miui.earthquakewarning.utils.LocationRecordManager$CallBack)",2500,0.0,,,"virtualinvoke $r2.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>(""network"", 2500L, 0.0F, $r3)"
base.apk,com.miui.securitycenter,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",com.miui.earthquakewarning.utils.LocationUtils$2,void run(),0,0.0,,,"virtualinvoke $r6.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>(""network"", 0L, 0.0F, $r2, $r7)"
base.apk,com.miui.securitycenter,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",com.miui.earthquakewarning.utils.LocationUtils$1,void run(),0,0.0,,,"virtualinvoke $r6.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>(""network"", 0L, 0.0F, $r2, $r7)"
base.apk,com.miui.videoplayer,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",m.g$a,void run(),300000,0.0,,,"virtualinvoke $r3.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>($r1, 300000L, 0.0F, $r4)"
base.apk,com.miui.videoplayer,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",ic.v$a,void run(),300000,0.0,,,"virtualinvoke $r4.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>($r1, 300000L, 0.0F, $r5)"
base.apk,com.miui.videoplayer,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",com.yandex.metrica.impl.ob.Bd,boolean c(),Variable,0.0,,,"virtualinvoke $r1.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>($r2, $l0, 0.0F, $r3, $r4)"
base.apk,com.miui.weather2,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setPriority(int),com.miui.weather2.tools.a0,void c(),102,,,,virtualinvoke $r3.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setPriority(int)>(102)
base.apk,com.miui.weather2,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setInterval(long),com.miui.weather2.tools.a0,void c(),500,,,,virtualinvoke $r3.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setInterval(long)>(500L)
base.apk,com.mywickr.wickr2,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setPriority(int),com.wickr.enterprise.location.GoogleLocationProvider,"com.google.android.gms.location.LocationRequest getLocationRequest(long,float)",100,,,,virtualinvoke $r1.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setPriority(int)>(100)
base.apk,com.mywickr.wickr2,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setInterval(long),com.wickr.enterprise.location.GoogleLocationProvider,"com.google.android.gms.location.LocationRequest getLocationRequest(long,float)",Variable,,,,virtualinvoke $r1.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setInterval(long)>($l0)
base.apk,com.mywickr.wickr2,.*,void requestLocationUpdates\(.*\),com.wickr.enterprise.location.AndroidLocationProvider,"void getLocationUpdates$lambda-1(com.wickr.enterprise.location.AndroidLocationProvider,long,float,io.reactivex.rxjava3.core.FlowableEmitter)",,,,,"virtualinvoke $r10.<android.location.LocationManager: void requestLocationUpdates(long,float,android.location.Criteria,android.location.LocationListener,android.os.Looper)>($l0, $f0, $r9, $r11, $r12)"
base.apk,com.picsart.studio,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",com.fyber.inneractive.sdk.util.z,"void a(java.lang.String,android.location.LocationListener)",0,0.0,,,"virtualinvoke $r9.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>($r4, 0L, 0.0F, $r5, $r10)"
base.apk,com.picsart.studio,android.location.LocationManager,void requestSingleUpdate\(.*\),bo.app.o,void a(java.lang.String),,,,,"virtualinvoke $r6.<android.location.LocationManager: void requestSingleUpdate(java.lang.String,android.app.PendingIntent)>($r1, $r5)"
base.apk,com.picsart.studio,android.location.LocationManager,void requestSingleUpdate\(.*\),com.inmobi.media.jk,void b(),,,,,"virtualinvoke $r4.<android.location.LocationManager: void requestSingleUpdate(java.lang.String,android.location.LocationListener,android.os.Looper)>($r6, r0, $r8)"
base.apk,com.sdpgames.sculptpeople,android.location.LocationManager,"void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)",com.fyber.inneractive.sdk.util.s,"void a(java.lang.String,android.location.LocationListener)",0,0.0,,,"virtualinvoke $r9.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>($r4, 0L, 0.0F, $r5, $r10)"
base.apk,com.sdpgames.sculptpeople,android.location.LocationManager,void requestSingleUpdate\(.*\),com.inmobi.media.iu,void b(),,,,,"virtualinvoke $r4.<android.location.LocationManager: void requestSingleUpdate(java.lang.String,android.location.LocationListener,android.os.Looper)>($r6, r0, $r8)"
base.apk,com.shopee.br,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setNumUpdates(int),com.garena.location.LocationService.b$a,void onConnected(android.os.Bundle),2,,,,virtualinvoke $r10.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setNumUpdates(int)>(2)
base.apk,com.shopee.br,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setPriority(int),com.airbnb.android.react.maps.m,void setUserLocationPriority(int),Variable,,,,virtualinvoke $r2.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setPriority(int)>($i0)
base.apk,com.shopee.br,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setPriority(int),com.airbnb.android.react.maps.p,void <init>(android.content.Context),100,,,,virtualinvoke $r3.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setPriority(int)>(100)
base.apk,com.shopee.br,com.google.android.gms.location.LocationRequest,com.google.android.gms.location.LocationRequest setPriority(int),com.shopee.shpssdk.uvvuvuuwu.wvuwuwvww.wvuvuwwvv.wvwuuuwvv,java.lang.Object uvuvvwvwu(),102,,,,virtualinvoke $r9.<com.google.android.gms.location.LocationRequest: com.google.android.gms.location.LocationRequest setPriority(int)>(102)
